Protein IDs	Majority protein IDs	Protein names	Gene names	Fasta headers	Gene name	Nuc_rep2	Nuc_rep3	Total_rep2	Total_rep3	Q-value
Q8WYA6;A0A087WUB9;Q8WYA6-4;Q8WYA6-3;Q8WYA6-2;A2A2P1	Q8WYA6;A0A087WUB9;Q8WYA6-4;Q8WYA6-3;Q8WYA6-2	Beta-catenin-like protein 1	CTNNBL1	>sp|Q8WYA6|CTBL1_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens GN=CTNNBL1 PE=1 SV=1;>tr|A0A087WUB9|A0A087WUB9_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens GN=CTNNBL1 PE=4 SV=1;>sp|Q8WYA6-4|CTBL1_HUMAN Isoform 4 of Beta-catenin-like protein 1 OS=Ho	CTNNBL1	0.06046242	0.01906128	-0.04190719	-0.04328912	0
Q15005;A0A087WUC6;E9PI68;E9PL01;E9PRB9;H0YE04	Q15005;A0A087WUC6;E9PI68;E9PL01;E9PRB9	Signal peptidase complex subunit 2	SPCS2	>sp|Q15005|SPCS2_HUMAN Signal peptidase complex subunit 2 OS=Homo sapiens GN=SPCS2 PE=1 SV=3;>tr|A0A087WUC6|A0A087WUC6_HUMAN Signal peptidase complex subunit 2 OS=Homo sapiens GN=SPCS2 PE=4 SV=1;>tr|E9PI68|E9PI68_HUMAN Signal peptidase complex subunit 2 OS	SPCS2	-0.6552396	-0.3106471	-0.08932873	-0.09907719	0
A0A087WUD1;Q6DD87	A0A087WUD1;Q6DD87	Zinc finger protein 787	ZNF787	>tr|A0A087WUD1|A0A087WUD1_HUMAN Zinc finger protein 787 OS=Homo sapiens GN=ZNF787 PE=4 SV=1;>sp|Q6DD87|ZN787_HUMAN Zinc finger protein 787 OS=Homo sapiens GN=ZNF787 PE=1 SV=3	ZNF787	-0.005217574	0.1355349	-0.09423319	-0.1389022	0
A0A087WUD3;Q9NRP0;Q9NRP0-2	A0A087WUD3;Q9NRP0;Q9NRP0-2	Oligosaccharyltransferase complex subunit OSTC	OSTC	>tr|A0A087WUD3|A0A087WUD3_HUMAN Oligosaccharyltransferase complex subunit OSTC OS=Homo sapiens GN=OSTC PE=4 SV=1;>sp|Q9NRP0|OSTC_HUMAN Oligosaccharyltransferase complex subunit OSTC OS=Homo sapiens GN=OSTC PE=1 SV=1;>sp|Q9NRP0-2|OSTC_HUMAN Isoform 2 of Oli	OSTC	-0.200349	0.02687089	0.5337627	1.277271	0
P09038-2;P09038-3;P09038-1;P09038;A0A087WUF6	P09038-2;P09038-3;P09038-1;P09038;A0A087WUF6	Fibroblast growth factor 2	FGF2	>sp|P09038-2|FGF2_HUMAN Isoform 3 of Fibroblast growth factor 2 OS=Homo sapiens GN=FGF2;>sp|P09038-3|FGF2_HUMAN Isoform 4 of Fibroblast growth factor 2 OS=Homo sapiens GN=FGF2;>sp|P09038-1|FGF2_HUMAN Isoform 2 of Fibroblast growth factor 2 OS=Homo sapiens	FGF2	-0.3641249	0.3484591	-0.4781251	-0.144696	0
A0A087WUI6;Q8WXW3;Q8WXW3-3	A0A087WUI6;Q8WXW3	Progesterone-induced-blocking factor 1	PIBF1	>tr|A0A087WUI6|A0A087WUI6_HUMAN Progesterone-induced-blocking factor 1 OS=Homo sapiens GN=PIBF1 PE=4 SV=1;>sp|Q8WXW3|PIBF1_HUMAN Progesterone-induced-blocking factor 1 OS=Homo sapiens GN=PIBF1 PE=1 SV=2	PIBF1	1.255199	0.2327835	0.4706149	NaN	0.00029864
G3V4U3;Q9H4B1;A0A087WV79;A0A087WUJ8;P40305;A0A087WZR1;A8K0H0;A0A087X174	G3V4U3;Q9H4B1;A0A087WV79;A0A087WUJ8;P40305;A0A087WZR1;A8K0H0;A0A087X174	"Interferon alpha-inducible protein 27, mitochondrial"	IFI27;P27	">tr|G3V4U3|G3V4U3_HUMAN Interferon alpha-inducible protein 27, mitochondrial (Fragment) OS=Homo sapiens GN=IFI27 PE=4 SV=1;>tr|Q9H4B1|Q9H4B1_HUMAN ISG12 protein (Fragment) OS=Homo sapiens GN=P27 PE=2 SV=2;>tr|A0A087WV79|A0A087WV79_HUMAN Interferon alpha-in"	IFI27;P27	NaN	NaN	NaN	-0.3751785	0
A0A087WUK0;Q2M2I8-2;Q2M2I8;E9PG46	A0A087WUK0;Q2M2I8-2;Q2M2I8;E9PG46	AP2-associated protein kinase 1	AAK1	>tr|A0A087WUK0|A0A087WUK0_HUMAN AP2-associated protein kinase 1 OS=Homo sapiens GN=AAK1 PE=4 SV=1;>sp|Q2M2I8-2|AAK1_HUMAN Isoform 2 of AP2-associated protein kinase 1 OS=Homo sapiens GN=AAK1;>sp|Q2M2I8|AAK1_HUMAN AP2-associated protein kinase 1 OS=Homo sap	AAK1	NaN	NaN	0.0504668	0.2631546	0
A0A087WUK2;O14979	A0A087WUK2;O14979	Heterogeneous nuclear ribonucleoprotein D-like	HNRPDL	>tr|A0A087WUK2|A0A087WUK2_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens GN=HNRNPDL PE=4 SV=1;>sp|O14979|HNRDL_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens GN=HNRNPDL PE=1 SV=3	HNRPDL	-0.1252896	-0.1005304	-0.1283456	-0.1035344	0
Q3LXA3;A0A087WUL0;H0YCY6;I3L252;E9PJG8	Q3LXA3;A0A087WUL0;H0YCY6;I3L252	Bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing);ATP-dependent dihydroxyacetone kinase;FAD-AMP lyase (cyclizing)	DAK	>sp|Q3LXA3|DHAK_HUMAN Bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing) OS=Homo sapiens GN=DAK PE=1 SV=2;>tr|A0A087WUL0|A0A087WUL0_HUMAN Bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing) OS=Homo sapiens	DAK	NaN	NaN	0.1031283	-0.289598	0
Q86TG7-2;A0A087WZG9;A0A087WXK2;Q86TG7;A0A087WUL4;A0A087WX23;A0A087WYS2	Q86TG7-2;A0A087WZG9;A0A087WXK2;Q86TG7;A0A087WUL4;A0A087WX23	Retrotransposon-derived protein PEG10	PEG10	>sp|Q86TG7-2|PEG10_HUMAN Isoform RF1 of Retrotransposon-derived protein PEG10 OS=Homo sapiens GN=PEG10;>tr|A0A087WZG9|A0A087WZG9_HUMAN Retrotransposon-derived protein PEG10 OS=Homo sapiens GN=PEG10 PE=4 SV=1;>tr|A0A087WXK2|A0A087WXK2_HUMAN Retrotransposon-	PEG10	NaN	NaN	0.3031086	-0.1541688	0
A0A087WUL7;Q96F24-3;Q96F24	A0A087WUL7;Q96F24-3;Q96F24	Nuclear receptor-binding factor 2	NRBF2	>tr|A0A087WUL7|A0A087WUL7_HUMAN Nuclear receptor-binding factor 2 OS=Homo sapiens GN=NRBF2 PE=4 SV=1;>sp|Q96F24-3|NRBF2_HUMAN Isoform 3 of Nuclear receptor-binding factor 2 OS=Homo sapiens GN=NRBF2;>sp|Q96F24|NRBF2_HUMAN Nuclear receptor-binding factor 2 O	NRBF2	NaN	NaN	NaN	NaN	0
P57105;A0A087WUM0;A0A087X1F5;A0A087WYV9;A0A087WTA2	P57105;A0A087WUM0;A0A087X1F5;A0A087WYV9	Synaptojanin-2-binding protein	SYNJ2BP	>sp|P57105|SYJ2B_HUMAN Synaptojanin-2-binding protein OS=Homo sapiens GN=SYNJ2BP PE=1 SV=2;>tr|A0A087WUM0|A0A087WUM0_HUMAN Protein SYNJ2BP-COX16 (Fragment) OS=Homo sapiens GN=SYNJ2BP-COX16 PE=4 SV=1;>tr|A0A087X1F5|A0A087X1F5_HUMAN Protein SYNJ2BP-COX16 (Fr	SYNJ2BP	-0.8438364	-0.4675933	-0.05718154	-0.04818847	0
A0A087WUM5;Q5VZR0;Q9H4G4	A0A087WUM5;Q5VZR0;Q9H4G4	Golgi-associated plant pathogenesis-related protein 1	GLIPR2	>tr|A0A087WUM5|A0A087WUM5_HUMAN Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=4 SV=1;>tr|Q5VZR0|Q5VZR0_HUMAN Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=4 SV=1;>sp|Q9H4G4|GAPR1_HUM	GLIPR2	0.6763576	NaN	NaN	NaN	0.00071633
M0R202;A0A087WUM8;Q9NWS9	M0R202;A0A087WUM8;Q9NWS9	Zinc finger protein 446	ZNF446	>tr|M0R202|M0R202_HUMAN Zinc finger protein 446 OS=Homo sapiens GN=ZNF446 PE=1 SV=1;>tr|A0A087WUM8|A0A087WUM8_HUMAN Zinc finger protein 446 OS=Homo sapiens GN=ZNF446 PE=4 SV=1;>sp|Q9NWS9|ZN446_HUMAN Zinc finger protein 446 OS=Homo sapiens GN=ZNF446 PE=1 SV	ZNF446	NaN	NaN	NaN	NaN	0
A0A087WUN7;H0YJ40;G3V4X6;Q9GZT3-2;Q9GZT3;G3V2S9;H0YJW7;H0YJ07;H0YJU7;H0YJI1	A0A087WUN7;H0YJ40;G3V4X6;Q9GZT3-2;Q9GZT3;G3V2S9;H0YJW7	"SRA stem-loop-interacting RNA-binding protein, mitochondrial"	SLIRP	">tr|A0A087WUN7|A0A087WUN7_HUMAN SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens GN=SLIRP PE=4 SV=1;>tr|H0YJ40|H0YJ40_HUMAN SRA stem-loop-interacting RNA-binding protein, mitochondrial (Fragment) OS=Homo sapiens GN=SLIRP PE=1 SV"	SLIRP	-0.4874191	-0.3253586	0.03407487	0.02602103	0
F5GY04;A0A087WUP5;Q01954;F5H586;H0Y6W5;Q6ZN30-2;B1APH0;Q6ZN30;Q06HB9	F5GY04;A0A087WUP5;Q01954	Zinc finger protein basonuclin-1	BNC1	>tr|F5GY04|F5GY04_HUMAN Zinc finger protein basonuclin-1 OS=Homo sapiens GN=BNC1 PE=4 SV=1;>tr|A0A087WUP5|A0A087WUP5_HUMAN Zinc finger protein basonuclin-1 OS=Homo sapiens GN=BNC1 PE=4 SV=1;>sp|Q01954|BNC1_HUMAN Zinc finger protein basonuclin-1 OS=Homo sap	BNC1	0.1304037	0.02800333	NaN	NaN	0
A0A087WUQ6;P07203;P07203-2	A0A087WUQ6;P07203	Glutathione peroxidase 1	GPX1	>tr|A0A087WUQ6|A0A087WUQ6_HUMAN Glutathione peroxidase 1 OS=Homo sapiens GN=GPX1 PE=4 SV=1;>sp|P07203|GPX1_HUMAN Glutathione peroxidase 1 OS=Homo sapiens GN=GPX1 PE=1 SV=4	GPX1	NaN	NaN	-0.2655354	-0.2500453	0
P62847-2;E7ETK0;P62847-3;A0A087WUS0;P62847;P62847-4	P62847-2;E7ETK0;P62847-3;A0A087WUS0;P62847;P62847-4	40S ribosomal protein S24	RPS24	>sp|P62847-2|RS24_HUMAN Isoform 2 of 40S ribosomal protein S24 OS=Homo sapiens GN=RPS24;>tr|E7ETK0|E7ETK0_HUMAN 40S ribosomal protein S24 OS=Homo sapiens GN=RPS24 PE=1 SV=1;>sp|P62847-3|RS24_HUMAN Isoform 3 of 40S ribosomal protein S24 OS=Homo sapiens GN=R	RPS24	-0.02942608	-0.005666505	0.06887715	0.05018827	0
A0A087WUT0;H0YN19	A0A087WUT0			>tr|A0A087WUT0|A0A087WUT0_HUMAN Myelin expression factor 2 OS=Homo sapiens GN=MYEF2 PE=4 SV=1		NaN	NaN	NaN	NaN	0.0090691
O60841;A0A087WUT6	O60841;A0A087WUT6	Eukaryotic translation initiation factor 5B	EIF5B	>sp|O60841|IF2P_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens GN=EIF5B PE=1 SV=4;>tr|A0A087WUT6|A0A087WUT6_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens GN=EIF5B PE=4 SV=1	EIF5B	-0.1454777	-0.04884497	-0.01033776	-0.02149682	0
A0A087WUU9;P47974	A0A087WUU9;P47974	"Zinc finger protein 36, C3H1 type-like 2"	ZFP36L2	">tr|A0A087WUU9|A0A087WUU9_HUMAN Zinc finger protein 36, C3H1 type-like 2 OS=Homo sapiens GN=ZFP36L2 PE=4 SV=1;>sp|P47974|TISD_HUMAN Zinc finger protein 36, C3H1 type-like 2 OS=Homo sapiens GN=ZFP36L2 PE=1 SV=3"	ZFP36L2	-1.657718	-0.9988174	-1.042368	-0.6521302	0
Q9Y6K9-3;A0A087X0G7;A0A087WUW6;A0A087X1B1;Q9Y6K9;Q9Y6K9-2;A0A087WV30;C9JN51;C9JH59;C9J2V2	Q9Y6K9-3;A0A087X0G7;A0A087WUW6;A0A087X1B1;Q9Y6K9;Q9Y6K9-2;A0A087WV30;C9JN51	NF-kappa-B essential modulator	IKBKG	>sp|Q9Y6K9-3|NEMO_HUMAN Isoform 3 of NF-kappa-B essential modulator OS=Homo sapiens GN=IKBKG;>tr|A0A087X0G7|A0A087X0G7_HUMAN NF-kappa-B essential modulator OS=Homo sapiens GN=IKBKG PE=4 SV=1;>tr|A0A087WUW6|A0A087WUW6_HUMAN NF-kappa-B essential modulator OS	IKBKG	NaN	NaN	0.01891905	-0.09651437	0
R4GN67;Q9NXU5;A0A087WUW9	R4GN67;Q9NXU5;A0A087WUW9	ADP-ribosylation factor-like protein 15	ARL15	>tr|R4GN67|R4GN67_HUMAN ADP-ribosylation factor-like protein 15 OS=Homo sapiens GN=ARL15 PE=4 SV=1;>sp|Q9NXU5|ARL15_HUMAN ADP-ribosylation factor-like protein 15 OS=Homo sapiens GN=ARL15 PE=1 SV=1;>tr|A0A087WUW9|A0A087WUW9_HUMAN ADP-ribosylation factor-lik	ARL15	NaN	NaN	NaN	NaN	0.00030008
A0A087WUY7;O75928-2;O75928;O75928-3;K7ER97;K7EMP6;K7EQX5;K7EJT4;B4DGW0;U3KQV1;E7ESB4;E9PHH8;Q9Y6X2	A0A087WUY7;O75928-2;O75928;O75928-3	E3 SUMO-protein ligase PIAS2	PIAS2	>tr|A0A087WUY7|A0A087WUY7_HUMAN E3 SUMO-protein ligase PIAS2 (Fragment) OS=Homo sapiens GN=PIAS2 PE=4 SV=1;>sp|O75928-2|PIAS2_HUMAN Isoform PIAS2-alpha of E3 SUMO-protein ligase PIAS2 OS=Homo sapiens GN=PIAS2;>sp|O75928|PIAS2_HUMAN E3 SUMO-protein ligase P	PIAS2	0.07819984	-0.2754545	NaN	NaN	0
A0A087WV04;B4DYM4;Q9UBS9;Q9UBS9-2	A0A087WV04;B4DYM4;Q9UBS9;Q9UBS9-2	SUN domain-containing ossification factor	SUCO	>tr|A0A087WV04|A0A087WV04_HUMAN SUN domain-containing ossification factor OS=Homo sapiens GN=SUCO PE=4 SV=1;>tr|B4DYM4|B4DYM4_HUMAN SUN domain-containing ossification factor OS=Homo sapiens GN=SUCO PE=1 SV=1;>sp|Q9UBS9|SUCO_HUMAN SUN domain-containing ossi	SUCO	NaN	NaN	NaN	NaN	0
Q99417;A0A087WV05	Q99417;A0A087WV05	C-Myc-binding protein	MYCBP	>sp|Q99417|MYCBP_HUMAN C-Myc-binding protein OS=Homo sapiens GN=MYCBP PE=1 SV=3;>tr|A0A087WV05|A0A087WV05_HUMAN Protein GJA9-MYCBP OS=Homo sapiens GN=GJA9-MYCBP PE=4 SV=1	MYCBP	-0.1873293	-0.3050931	-0.1015517	0.000865329	0
Q16787-1;Q16787;A0A087WV15;Q16787-4;Q16787-3;K7EIP4;K7ERM0;K7EPP3	Q16787-1;Q16787;A0A087WV15;Q16787-4;Q16787-3;K7EIP4	Laminin subunit alpha-3	LAMA3	>sp|Q16787-1|LAMA3_HUMAN Isoform 1 of Laminin subunit alpha-3 OS=Homo sapiens GN=LAMA3;>sp|Q16787|LAMA3_HUMAN Laminin subunit alpha-3 OS=Homo sapiens GN=LAMA3 PE=1 SV=2;>tr|A0A087WV15|A0A087WV15_HUMAN Laminin subunit alpha-3 OS=Homo sapiens GN=LAMA3 PE=4 S	LAMA3	0.3359405	0.5272706	0.4206172	0.3682655	0
Q5T123;Q9H299;A0A087WV23	Q5T123;Q9H299;A0A087WV23	SH3 domain-binding glutamic acid-rich-like protein 3	SH3BGRL3	>tr|Q5T123|Q5T123_HUMAN SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens GN=SH3BGRL3 PE=1 SV=1;>sp|Q9H299|SH3L3_HUMAN SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens GN=SH3BGRL3 PE=1 SV=1;>tr|A0A087WV23|A0A087WV23_H	SH3BGRL3	0.1398623	0.05311137	0.06626152	0.1139672	0
A0A087WV35;Q7Z309-4;Q7Z309-3	A0A087WV35;Q7Z309-4;Q7Z309-3	Protein FAM122B	FAM122B	>tr|A0A087WV35|A0A087WV35_HUMAN Protein FAM122B OS=Homo sapiens GN=FAM122B PE=4 SV=1;>sp|Q7Z309-4|F122B_HUMAN Isoform 4 of Protein FAM122B OS=Homo sapiens GN=FAM122B;>sp|Q7Z309-3|F122B_HUMAN Isoform 3 of Protein FAM122B OS=Homo sapiens GN=FAM122B	FAM122B	NaN	NaN	NaN	NaN	0
A0A087WV46;Q0VGL1;C9JXA7;A0A087X1E5;A0A087WT92	A0A087WV46;Q0VGL1;C9JXA7;A0A087X1E5;A0A087WT92	Ragulator complex protein LAMTOR4	LAMTOR4	>tr|A0A087WV46|A0A087WV46_HUMAN Ragulator complex protein LAMTOR4 OS=Homo sapiens GN=LAMTOR4 PE=4 SV=1;>sp|Q0VGL1|LTOR4_HUMAN Ragulator complex protein LAMTOR4 OS=Homo sapiens GN=LAMTOR4 PE=1 SV=1;>tr|C9JXA7|C9JXA7_HUMAN Ragulator complex protein LAMTOR4 O	LAMTOR4	NaN	NaN	-0.1041236	-0.2812635	0.00015701
A0A087WV65;Q8NCP5-3;Q8NCP5-4;Q8NCP5-2;Q8NCP5;H7BY22;H0YEM9;H0YCZ0	A0A087WV65;Q8NCP5-3;Q8NCP5-4;Q8NCP5-2;Q8NCP5;H7BY22;H0YEM9;H0YCZ0	Zinc finger and BTB domain-containing protein 44	ZBTB44	>tr|A0A087WV65|A0A087WV65_HUMAN Zinc finger and BTB domain-containing protein 44 OS=Homo sapiens GN=ZBTB44 PE=4 SV=1;>sp|Q8NCP5-3|ZBT44_HUMAN Isoform 3 of Zinc finger and BTB domain-containing protein 44 OS=Homo sapiens GN=ZBTB44;>sp|Q8NCP5-4|ZBT44_HUMAN I	ZBTB44	0.1035311	NaN	NaN	NaN	0
A0A087WV66;P46013	A0A087WV66;P46013	Antigen KI-67	MKI67	>tr|A0A087WV66|A0A087WV66_HUMAN Antigen KI-67 OS=Homo sapiens GN=MKI67 PE=4 SV=1;>sp|P46013|KI67_HUMAN Antigen KI-67 OS=Homo sapiens GN=MKI67 PE=1 SV=2	MKI67	0.2591821	0.1783641	0.2022611	0.1163647	0
A0A087WV69;P56645;P56645-2;Q8TAR6	A0A087WV69;P56645;P56645-2;Q8TAR6	Period circadian protein homolog 3	PER3	>tr|A0A087WV69|A0A087WV69_HUMAN Period circadian protein homolog 3 OS=Homo sapiens GN=PER3 PE=4 SV=1;>sp|P56645|PER3_HUMAN Period circadian protein homolog 3 OS=Homo sapiens GN=PER3 PE=1 SV=4;>sp|P56645-2|PER3_HUMAN Isoform 2 of Period circadian protein ho	PER3	NaN	NaN	NaN	NaN	0.0050388
J3QS48;I3L295;J3KTK8;J3QQZ4;J3KT75;O75352-2;J3QW43;J3QRD5;Q9H3L2;O75352;Q1HDL3;A0A087WV81;I3L405;I3L261;I3L1D2;J3KSI4;I3L4E0	J3QS48;I3L295;J3KTK8;J3QQZ4;J3KT75;O75352-2;J3QW43;J3QRD5;Q9H3L2;O75352;Q1HDL3;A0A087WV81;I3L405;I3L261;I3L1D2;J3KSI4;I3L4E0	Mannose-P-dolichol utilization defect 1 protein	MPDU1;HBEBP2BPA	>tr|J3QS48|J3QS48_HUMAN Mannose-P-dolichol utilization defect 1 protein OS=Homo sapiens GN=MPDU1 PE=1 SV=1;>tr|I3L295|I3L295_HUMAN Mannose-P-dolichol utilization defect 1 protein OS=Homo sapiens GN=MPDU1 PE=1 SV=1;>tr|J3KTK8|J3KTK8_HUMAN Mannose-P-dolichol	HBEBP2BPA;MPDU1	-0.6448032	-0.5656306	-0.2361296	-0.3631597	0
Q6PGQ7-2;Q6PGQ7;A0A087WV86	Q6PGQ7-2;Q6PGQ7;A0A087WV86	Protein aurora borealis	BORA	>sp|Q6PGQ7-2|BORA_HUMAN Isoform 2 of Protein aurora borealis OS=Homo sapiens GN=BORA;>sp|Q6PGQ7|BORA_HUMAN Protein aurora borealis OS=Homo sapiens GN=BORA PE=1 SV=2;>tr|A0A087WV86|A0A087WV86_HUMAN Protein aurora borealis OS=Homo sapiens GN=BORA PE=4 SV=1	BORA	NaN	NaN	NaN	NaN	0
Q8WU79-2;A0A087WV97;Q8WU79;X6RCC3;Q8WU79-3	Q8WU79-2;A0A087WV97;Q8WU79;X6RCC3;Q8WU79-3	Stromal membrane-associated protein 2	SMAP2	>sp|Q8WU79-2|SMAP2_HUMAN Isoform 2 of Stromal membrane-associated protein 2 OS=Homo sapiens GN=SMAP2;>tr|A0A087WV97|A0A087WV97_HUMAN Stromal membrane-associated protein 2 OS=Homo sapiens GN=SMAP2 PE=4 SV=1;>sp|Q8WU79|SMAP2_HUMAN Stromal membrane-associated	SMAP2	NaN	NaN	NaN	NaN	0
Q8WXX7-5;A0A087WVB5;Q75MD7;Q8WXX7-2;Q8WXX7;H7BZZ9	Q8WXX7-5;A0A087WVB5;Q75MD7;Q8WXX7-2;Q8WXX7;H7BZZ9	Autism susceptibility gene 2 protein	AUTS2	>sp|Q8WXX7-5|AUTS2_HUMAN Isoform 5 of Autism susceptibility gene 2 protein OS=Homo sapiens GN=AUTS2;>tr|A0A087WVB5|A0A087WVB5_HUMAN Autism susceptibility gene 2 protein OS=Homo sapiens GN=AUTS2 PE=4 SV=1;>tr|Q75MD7|Q75MD7_HUMAN Autism susceptibility gene 2	AUTS2	NaN	NaN	NaN	NaN	0
Q96GP6-2;Q96GP6;A0A087WVE7	Q96GP6-2;Q96GP6;A0A087WVE7	Scavenger receptor class F member 2	SCARF2	>sp|Q96GP6-2|SREC2_HUMAN Isoform 2 of Scavenger receptor class F member 2 OS=Homo sapiens GN=SCARF2;>sp|Q96GP6|SREC2_HUMAN Scavenger receptor class F member 2 OS=Homo sapiens GN=SCARF2 PE=1 SV=4;>tr|A0A087WVE7|A0A087WVE7_HUMAN Scavenger receptor class F me	SCARF2	NaN	NaN	NaN	NaN	0.00030637
K7EQH1;A0A087WVF1;Q96B23-2;Q96B23;Q5BIX2	K7EQH1;A0A087WVF1;Q96B23-2;Q96B23;Q5BIX2	Uncharacterized protein C18orf25	C18orf25;ARKL1	>tr|K7EQH1|K7EQH1_HUMAN Uncharacterized protein C18orf25 (Fragment) OS=Homo sapiens GN=C18orf25 PE=1 SV=1;>tr|A0A087WVF1|A0A087WVF1_HUMAN Uncharacterized protein C18orf25 OS=Homo sapiens GN=C18orf25 PE=4 SV=1;>sp|Q96B23-2|CR025_HUMAN Isoform 2 of Uncharact	ARKL1;C18orf25	NaN	NaN	NaN	NaN	0
Q9NZM3-4;Q9NZM3-3;Q9NZM3-2;A0A087WVF7;Q9NZM3;E7EPJ2;H7BZD4;F8W719	Q9NZM3-4;Q9NZM3-3;Q9NZM3-2;A0A087WVF7;Q9NZM3;E7EPJ2	Intersectin-2	ITSN2	>sp|Q9NZM3-4|ITSN2_HUMAN Isoform 4 of Intersectin-2 OS=Homo sapiens GN=ITSN2;>sp|Q9NZM3-3|ITSN2_HUMAN Isoform 3 of Intersectin-2 OS=Homo sapiens GN=ITSN2;>sp|Q9NZM3-2|ITSN2_HUMAN Isoform 2 of Intersectin-2 OS=Homo sapiens GN=ITSN2;>tr|A0A087WVF7|A0A087WVF7	ITSN2	0.5684214	0.5637438	NaN	NaN	0
A0A087WVI0;E9PBL8;Q8WTW3;J3QKY9;J3QLT5	A0A087WVI0;E9PBL8;Q8WTW3	Conserved oligomeric Golgi complex subunit 1	COG1	>tr|A0A087WVI0|A0A087WVI0_HUMAN Uncharacterized aarF domain-containing protein kinase 1 OS=Homo sapiens GN=ADCK1 PE=4 SV=1;>tr|E9PBL8|E9PBL8_HUMAN Uncharacterized aarF domain-containing protein kinase 1 (Fragment) OS=Homo sapiens GN=ADCK1 PE=4 SV=2;>sp|Q8W	COG1	NaN	NaN	-0.07321114	-0.3239854	0.00030651
O60238-2;H0YBC7;O60238;A0A087WVL5	O60238-2;H0YBC7;O60238;A0A087WVL5	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like	BNIP3L	>sp|O60238-2|BNI3L_HUMAN Isoform 2 of BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like OS=Homo sapiens GN=BNIP3L;>tr|H0YBC7|H0YBC7_HUMAN BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like (Fragment) OS=Homo sapiens GN=BNIP3L PE=1 SV	BNIP3L	NaN	NaN	NaN	NaN	0
A0A087WVM3;O00622	A0A087WVM3;O00622	Protein CYR61	CYR61	>tr|A0A087WVM3|A0A087WVM3_HUMAN Protein CYR61 OS=Homo sapiens GN=CYR61 PE=4 SV=1;>sp|O00622|CYR61_HUMAN Protein CYR61 OS=Homo sapiens GN=CYR61 PE=1 SV=1	CYR61	0.5108607	0.2493846	NaN	-0.1895322	0.00043694
A0A087WVM4;Q6UB35;B7ZM99;Q4VXM1;Q4VXM0;Q5JYA8;Q5JYA3;Q6UB35-2;H0Y327	A0A087WVM4;Q6UB35;B7ZM99	"Monofunctional C1-tetrahydrofolate synthase, mitochondrial"	MTHFD1L	">tr|A0A087WVM4|A0A087WVM4_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens GN=MTHFD1L PE=4 SV=1;>sp|Q6UB35|C1TM_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens GN=MTHFD1L PE=1 SV=1;>tr|B7ZM99"	MTHFD1L	-0.6090022	0.06639916	-0.1774738	0.001730139	0
Q14517;A0A087WVP1;H0Y9H4;H0Y9C8;H0Y8F5;D6RCE4	Q14517;A0A087WVP1;H0Y9H4;H0Y9C8	"Protocadherin Fat 1;Protocadherin Fat 1, nuclear form"	FAT1	>sp|Q14517|FAT1_HUMAN Protocadherin Fat 1 OS=Homo sapiens GN=FAT1 PE=1 SV=2;>tr|A0A087WVP1|A0A087WVP1_HUMAN Protocadherin Fat 1 OS=Homo sapiens GN=FAT1 PE=4 SV=1;>tr|H0Y9H4|H0Y9H4_HUMAN Protocadherin Fat 1 (Fragment) OS=Homo sapiens GN=FAT1 PE=4 SV=1;>tr|H	FAT1	NaN	NaN	NaN	NaN	0
A0A087WVP2;H0YKW6;H0Y5N1;B5MC67;Q7Z6J6-2;Q7Z6J6	A0A087WVP2;H0YKW6;H0Y5N1;B5MC67;Q7Z6J6-2;Q7Z6J6	FERM domain-containing protein 5	FRMD5	">tr|A0A087WVP2|A0A087WVP2_HUMAN FERM domain containing 5, isoform CRA_e OS=Homo sapiens GN=FRMD5 PE=4 SV=1;>tr|H0YKW6|H0YKW6_HUMAN FERM domain containing 5, isoform CRA_b OS=Homo sapiens GN=FRMD5 PE=4 SV=1;>tr|H0Y5N1|H0Y5N1_HUMAN FERM domain-containing pro"	FRMD5	NaN	NaN	NaN	NaN	0
